rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
1,1,0,OLD,20186202,신과함께-인과 연,2018-08-01,11361976500,71.1,-1417828788,-11.1,51859487837,1302687,-163538,-11.2,6193754,2217,10992
2,2,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,2496143400,15.6,-294248850,-10.5,46550316757,279678,-33021,-10.6,5495184,916,3124
3,3,0,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,856082300,5.4,-70171400,-7.6,4685180600,107431,-9895,-8.4,621788,690,1681
4,4,0,OLD,20183361,인크레더블 2,2018-07-18,510346300,3.2,-25487056,-4.8,23472783188,63091,-3465,-5.2,2889428,547,1005
5,5,0,OLD,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,261984800,1.6,-3678400,-1.4,4600268400,33691,-695,-2,621960,469,657
6,6,0,OLD,20181942,맘마미아!2,2018-08-08,281510900,1.8,-7666000,-2.7,673318800,31292,-854,-2.7,75214,264,412
7,7,0,OLD,20186121,어느 가족,2018-07-26,72569700,0.5,-9822500,-11.9,778675400,8078,-1065,-11.6,92293,59,164
8,8,0,OLD,20170942,인랑,2018-07-25,63640000,0.4,7198506,12.8,6952808573,6701,484,7.8,891308,151,192
9,9,0,OLD,20179044,더 스퀘어,2018-08-02,10963700,0.1,-1928200,-15,55433500,1288,-237,-15.5,6477,34,41
10,10,0,OLD,20180522,앤트맨과 와스프,2018-07-04,8216500,0.1,-3516200,-30,47441368985,982,-368,-27.3,5444801,34,38
1,1,0,OLD,20186202,신과함께-인과 연,2018-08-01,4990976600,70.2,-6370999900,-56.1,56850464437,629793,-672894,-51.7,6823547,2087,10550
2,2,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,1269592300,17.9,-1226551100,-49.1,47819909057,156811,-122867,-43.9,5651995,884,3377
3,3,0,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,284186900,4.0,-571895400,-66.8,4969367500,39842,-67589,-62.9,661630,597,1387
4,4,0,OLD,20183361,인크레더블 2,2018-07-18,264057200,3.7,-246289100,-48.3,23736840388,35772,-27319,-43.3,2925200,545,1130
5,5,0,OLD,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,103712900,1.5,-158271900,-60.4,4703981300,14897,-18794,-55.8,636857,443,609
6,6,1,OLD,20186121,어느 가족,2018-07-26,39428200,0.6,-33141500,-45.7,818103600,4935,-3143,-38.9,97228,58,175
7,7,0,NEW,20179101,공작,2018-08-08,50519900,0.7,50519900,100,128108900,4538,4538,100,12937,27,27
8,8,0,NEW,20170670,목격자,2018-08-15,23112000,0.3,23112000,100,24841000,2568,2568,100,2815,11,12
9,9,-1,OLD,20170942,인랑,2018-07-25,13919500,0.2,-49720500,-78.1,6966728073,1857,-4844,-72.3,893165,147,204
10,10,0,NEW,20153446,너의 결혼식,2018-08-22,11949000,0.2,11949000,100,45779000,1328,1328,100,5087,8,8
1,1,0,OLD,20186202,신과함께-인과 연,2018-08-01,2577443500,34.4,-548359500,-17.5,66610224137,325130,-70344,-17.8,8060096,1418,6526
2,2,0,OLD,20179101,공작,2018-08-08,2351984800,31.4,-286803900,-10.9,5138134400,293161,-40155,-12,641574,1103,4329
3,3,0,OLD,20181942,맘마미아!2,2018-08-08,960541400,12.8,-201513700,-17.3,2808578100,120030,-25901,-17.7,342614,731,2993
4,4,1,OLD,20184802,몬스터 호텔 3,2018-08-08,532206600,7.1,-59372400,-10,1130355600,77966,-8599,-9.9,165261,649,1395
5,5,1,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,459951600,6.1,-47456300,-9.4,49897092957,56630,-6156,-9.8,5908994,531,1351
6,6,-2,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,328894400,4.4,-291331800,-47,976518600,45711,-41611,-47.7,135855,538,1087
7,7,0,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,80778000,1.1,-8140600,-9.2,5399108200,11744,-1128,-8.8,723167,238,298
8,8,1,OLD,20183361,인크레더블 2,2018-07-18,40122200,0.5,-1906700,-4.5,24093744888,5634,-490,-8,2974900,103,126
9,9,-1,OLD,20170670,목격자,2018-08-15,31264000,0.4,-44731000,-58.9,191548000,3616,-4534,-55.6,21066,18,18
10,10,0,OLD,20186121,어느 가족,2018-07-26,24206800,0.3,-4815400,-16.6,922233400,3103,-524,-14.4,110702,62,137
1,1,0,OLD,20186202,신과함께-인과 연,2018-08-01,3132666948,36.1,555223448,21.5,69742891085,356267,31137,9.6,8416363,1380,6377
2,2,0,OLD,20179101,공작,2018-08-08,2839218145,32.8,487233345,20.7,7977352545,319083,25922,8.8,960657,1204,4864
3,3,0,OLD,20181942,맘마미아!2,2018-08-08,1133200852,13.1,172659452,18,3941778952,127110,7080,5.9,469724,703,2924
4,4,0,OLD,20184802,몬스터 호텔 3,2018-08-08,520740900,6.0,-11465700,-2.2,1651096500,69844,-8122,-10.4,235105,687,1468
5,5,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,554874907,6.4,94923307,20.6,50451967864,61392,4762,8.4,5970386,521,1255
6,6,0,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,264322700,3.0,-64571700,-19.6,1240841300,33277,-12434,-27.2,169132,510,1021
7,7,0,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,87879300,1.0,7101300,8.8,5486987500,11620,-124,-1.1,734787,264,315
8,8,0,OLD,20183361,인크레더블 2,2018-07-18,41997000,0.5,1874800,4.7,24135741888,5287,-347,-6.2,2980187,101,128
9,9,1,OLD,20186121,어느 가족,2018-07-26,29614500,0.3,5407700,22.3,951847900,3361,258,8.3,114063,61,151
10,10,3,OLD,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,11374500,0.1,903600,8.6,4850996800,1543,24,1.6,658054,72,78
1,1,0,OLD,20179101,공작,2018-08-08,4213335700,26.3,1783153800,73.4,26574501786,476029,176038,58.7,3099344,1112,4584
2,2,0,OLD,20186202,신과함께-인과 연,2018-08-01,3637360500,22.7,1548260100,74.1,88026884349,417019,155357,59.4,10538870,1108,4227
3,3,8,OLD,20170670,목격자,2018-08-15,3195156400,19.9,3172925600,14272.7,3408935200,368981,365967,12142.2,393061,808,3539
4,4,6,OLD,20183584,메가로돈,2018-08-15,1363704400,8.5,1331030400,4073.7,1396378400,157303,154285,5112.2,160321,601,1979
5,5,-2,OLD,20181942,맘마미아!2,2018-08-08,1159794000,7.2,161733600,16.2,10403252188,130254,5380,4.3,1218135,623,1490
6,6,-1,OLD,20184802,몬스터 호텔 3,2018-08-08,877618100,5.5,517635800,143.8,5375391900,114535,60765,113,731191,572,1056
7,7,6,OLD,20187641,극장판 도라에몽: 진구의 보물섬,2018-08-15,471207400,2.9,455475400,2895.2,508071400,61884,60136,3440.3,65980,463,755
8,8,-4,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,459610700,2.9,-23184000,-4.8,53427752359,50394,-8626,-14.6,6309612,358,676
9,9,-2,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,189385300,1.2,136578300,258.6,6173245300,23767,15867,200.8,824175,182,240
10,10,-4,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,145566800,0.9,-10718800,-6.9,2597461000,18833,-2695,-12.5,343488,184,223
1,1,2,OLD,20170670,목격자,2018-08-15,1303703300,24.3,-1891453100,-59.2,4712638500,161783,-207198,-56.2,554844,808,3605
2,2,-1,OLD,20179101,공작,2018-08-08,1297051700,24.1,-2916284000,-69.2,27871553486,160322,-315707,-66.3,3259666,1028,4337
3,3,-1,OLD,20186202,신과함께-인과 연,2018-08-01,1112884000,20.7,-2524476500,-69.4,89139768349,140422,-276597,-66.3,10679292,1031,3949
4,4,1,OLD,20181942,맘마미아!2,2018-08-08,529384400,9.8,-630409600,-54.4,10932636588,65332,-64922,-49.8,1283467,620,1626
5,5,-1,OLD,20183584,메가로돈,2018-08-15,419675000,7.8,-944029400,-69.2,1816053400,52752,-104551,-66.5,213073,595,1961
6,6,0,OLD,20184802,몬스터 호텔 3,2018-08-08,201108100,3.7,-676510000,-77.1,5576500000,29632,-84903,-74.1,760823,489,810
7,7,1,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,182895800,3.4,-276714900,-60.2,53610648159,21364,-29030,-57.6,6330976,334,657
8,8,-1,OLD,20187641,극장판 도라에몽: 진구의 보물섬,2018-08-15,91866300,1.7,-379341100,-80.5,599937700,13388,-48496,-78.4,79368,421,592
9,9,1,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,42411800,0.8,-103155000,-70.9,2639872800,5715,-13118,-69.7,349203,169,197
10,10,1,OLD,20187683,플로이,2018-08-15,30490100,0.6,-79753800,-72.3,163118000,4385,-9356,-68.1,20588,209,226
1,1,0,OLD,20170670,목격자,2018-08-15,2676107300,26.2,-290429496,-9.8,11933957560,298946,-35442,-10.6,1365429,1021,4335
2,2,0,OLD,20179101,공작,2018-08-08,2597465100,25.4,-389588554,-13,34940349376,287278,-42763,-13,4041576,1016,4210
3,3,0,OLD,20186202,신과함께-인과 연,2018-08-01,2040412600,19.9,-340196496,-14.3,94812429609,230492,-37774,-14.1,11319843,992,3727
4,4,0,OLD,20181942,맘마미아!2,2018-08-08,974222300,9.5,-114071950,-10.5,13643188685,107622,-11767,-9.9,1582210,683,1770
5,5,0,OLD,20183584,메가로돈,2018-08-15,623342100,6.1,-97849050,-13.6,3583162597,70523,-11299,-13.8,413426,568,1588
6,6,0,OLD,20184802,몬스터 호텔 3,2018-08-08,436131900,4.3,-27647300,-6,6683876900,55423,-4482,-7.5,904506,534,1043
7,7,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,335989900,3.3,-71811350,-17.6,54588518562,35393,-7333,-17.2,6433729,355,663
8,8,0,OLD,20187641,극장판 도라에몽: 진구의 보물섬,2018-08-15,182753400,1.8,-8105400,-4.2,1054152400,23466,-1335,-5.4,138640,425,639
9,9,0,OLD,20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,95122200,0.9,804200,0.9,6406152000,11755,-212,-1.8,854230,189,256
10,10,0,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,92081700,0.9,1580600,1.7,2866475800,11530,335,3,377257,185,236
1,1,0,OLD,20170670,목격자,2018-08-15,995803000,29.1,-1680304300,-62.8,12929760560,128512,-170434,-57,1493941,971,4244
2,2,0,OLD,20179101,공작,2018-08-08,743465900,21.7,-1853999200,-71.4,35683815276,91225,-196053,-68.2,4132801,959,3944
3,3,0,OLD,20186202,신과함께-인과 연,2018-08-01,662716400,19.4,-1377696200,-67.5,95475146009,82706,-147786,-64.1,11402549,942,3532
4,4,0,OLD,20181942,맘마미아!2,2018-08-08,419656200,12.3,-554566100,-56.9,14062844885,51695,-55927,-52,1633905,626,1838
5,5,0,OLD,20183584,메가로돈,2018-08-15,193320100,5.6,-430022000,-69,3776482697,24240,-46283,-65.6,437666,544,1602
6,6,0,OLD,20184802,몬스터 호텔 3,2018-08-08,102715500,3.0,-333416400,-76.4,6786592400,14934,-40489,-73.1,919440,451,720
7,7,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,121638400,3.6,-214351500,-63.8,54710156962,14385,-21008,-59.4,6448114,325,643
8,8,0,OLD,20187641,극장판 도라에몽: 진구의 보물섬,2018-08-15,40973900,1.2,-141779500,-77.6,1095126300,6020,-17446,-74.3,144660,363,450
9,9,1,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,27938700,0.8,-64143000,-69.7,2894414500,3657,-7873,-68.3,380914,172,209
10,10,4,OLD,20153446,너의 결혼식,2018-08-22,30074000,0.9,7397100,32.6,249083200,3244,948,41.3,27750,17,17
1,1,0,OLD,20170670,목격자,2018-08-15,893602800,27.3,-102200200,-10.3,13823363360,109251,-19261,-15,1603192,938,4185
2,2,0,OLD,20179101,공작,2018-08-08,714934800,21.9,-28531100,-3.8,36398750076,87838,-3387,-3.7,4220639,974,3920
3,3,0,OLD,20186202,신과함께-인과 연,2018-08-01,609501200,18.7,-53215200,-8,96084647209,77873,-4833,-5.8,11480422,956,3520
4,4,0,OLD,20181942,맘마미아!2,2018-08-08,434282100,13.3,14625900,3.5,14497126985,53826,2131,4.1,1687731,631,1844
5,5,0,OLD,20183584,메가로돈,2018-08-15,172181200,5.3,-21138900,-10.9,3948663897,21531,-2709,-11.2,459197,549,1561
6,6,0,OLD,20184802,몬스터 호텔 3,2018-08-08,109392800,3.3,6677300,6.5,6895985200,16300,1366,9.1,935740,459,720
7,7,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,118149600,3.6,-3488800,-2.9,54828306562,13948,-437,-3,6462062,341,654
8,8,0,OLD,20187641,극장판 도라에몽: 진구의 보물섬,2018-08-15,43562600,1.3,2588700,6.3,1138688900,6435,415,6.9,151095,352,437
9,9,0,OLD,20187427,명탐정 코난 : 제로의 집행인,2018-08-08,25247000,0.8,-2691700,-9.6,2919661500,3541,-116,-3.2,384455,173,203
10,10,0,OLD,20153446,너의 결혼식,2018-08-22,26905000,0.8,-3169000,-10.5,275988200,3270,26,0.8,31020,21,21
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,625037100,22.7,-169622300,-21.3,1695684700,76677,-22734,-22.9,207108,778,3389
2,2,0,OLD,20170670,목격자,2018-08-15,556800700,20.2,-202963100,-26.7,15139927860,67553,-25973,-27.8,1764271,806,3340
3,3,0,OLD,20179101,공작,2018-08-08,446703600,16.2,-114739600,-20.4,37406896876,54462,-15364,-22,4344927,784,2749
4,4,0,OLD,20186202,신과함께-인과 연,2018-08-01,378157100,13.7,-108939900,-22.4,96949901309,48148,-14546,-23.2,11591264,704,2262
5,5,0,OLD,20181942,맘마미아!2,2018-08-08,254601900,9.2,-99414500,-28.1,15105745285,31731,-12598,-28.4,1763791,506,1363
6,6,0,OLD,20187647,나를 차버린 스파이,2018-08-22,163121200,5.9,-81706100,-33.4,489868500,19282,-10086,-34.3,58967,268,1348
7,7,3,OLD,20187657,마일22,2018-08-23,73262800,2.7,44074800,151,104322800,9224,5981,184.4,12675,196,862
8,8,1,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,59160100,2.1,-22733400,-27.8,54969360162,7253,-2882,-28.4,6479450,229,364
9,9,-1,OLD,20183584,메가로돈,2018-08-15,52462500,1.9,-27670200,-34.5,4081259097,6703,-3526,-34.5,476129,312,553
10,10,-3,OLD,20184802,몬스터 호텔 3,2018-08-08,40392800,1.5,-34501200,-46.1,7011272000,5857,-5490,-48.4,952944,250,326
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,1276209000,27.6,651171900,104.2,2971893700,143132,66455,86.7,350240,849,3737
2,2,0,OLD,20170670,목격자,2018-08-15,882179500,19.1,325378800,58.4,16022107360,96627,29074,43,1860898,842,3531
3,3,0,OLD,20179101,공작,2018-08-08,681488800,14.7,234785200,52.6,38088385676,74448,19986,36.7,4419375,797,2825
4,4,0,OLD,20186202,신과함께-인과 연,2018-08-01,570284300,12.3,192127200,50.8,97520185609,64192,16044,33.3,11655456,718,2350
5,5,0,OLD,20181942,맘마미아!2,2018-08-08,415288600,9.0,160686700,63.1,15521033885,45494,13763,43.4,1809285,551,1524
6,6,0,OLD,20187647,나를 차버린 스파이,2018-08-22,250949500,5.4,87828300,53.8,740818000,26836,7554,39.2,85803,262,1295
7,7,3,OLD,20184802,몬스터 호텔 3,2018-08-08,101013200,2.2,60620400,150.1,7112285200,12923,7066,120.6,965867,274,366
8,8,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,100149500,2.2,40989400,69.3,55069509662,10879,3626,50,6490329,230,385
9,9,-2,OLD,20187657,마일22,2018-08-23,94643400,2.0,21380600,29.2,198966200,10377,1153,12.5,23052,203,832
10,10,-1,OLD,20183584,메가로돈,2018-08-15,81795200,1.8,29332700,55.9,4163054297,9490,2787,41.6,485619,309,560
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,2472522300,29.3,1196313300,93.7,5444416000,280112,136980,95.7,630352,950,4344
2,2,0,OLD,20170670,목격자,2018-08-15,1640225300,19.5,758045800,85.9,17662332660,181657,85030,88,2042555,845,3697
3,3,0,OLD,20179101,공작,2018-08-08,1183075900,14.0,501587100,73.6,39271461576,129922,55474,74.5,4549297,746,2727
4,4,0,OLD,20186202,신과함께-인과 연,2018-08-01,1050992200,12.5,480707900,84.3,98571177809,118886,54694,85.2,11774342,735,2495
5,5,0,OLD,20181942,맘마미아!2,2018-08-08,726605600,8.6,311317000,75,16247639485,79854,34360,75.5,1889139,568,1647
6,6,0,OLD,20187647,나를 차버린 스파이,2018-08-22,391770200,4.6,140820700,56.1,1132588200,41990,15154,56.5,127793,250,1061
7,7,0,OLD,20184802,몬스터 호텔 3,2018-08-08,218963300,2.6,117950100,116.8,7331248500,27736,14813,114.6,993603,400,648
8,8,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,191032100,2.3,90882600,90.7,55260541762,20735,9856,90.6,6511064,263,467
9,9,1,OLD,20183584,메가로돈,2018-08-15,137116400,1.6,55321200,67.6,4300170697,15911,6421,67.7,501530,291,505
10,10,-1,OLD,20187657,마일22,2018-08-23,139906100,1.7,45262700,47.8,338872300,15257,4880,47,38309,177,702
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,2416255100,31.5,-56267200,-2.3,7860671100,271250,-8862,-3.2,901602,962,4350
2,2,0,OLD,20170670,목격자,2018-08-15,1410135300,18.4,-230090000,-14,19072467960,154660,-26997,-14.9,2197215,819,3579
3,3,0,OLD,20179101,공작,2018-08-08,1032107300,13.4,-150968600,-12.8,40303568876,113325,-16597,-12.8,4662622,732,2640
4,4,0,OLD,20186202,신과함께-인과 연,2018-08-01,947321800,12.3,-103670400,-9.9,99518499609,107231,-11655,-9.8,11881573,726,2422
5,5,0,OLD,20181942,맘마미아!2,2018-08-08,617476900,8.0,-109128700,-15,16865116385,67902,-11952,-15,1957041,567,1605
6,6,0,OLD,20187647,나를 차버린 스파이,2018-08-22,338770700,4.4,-52999500,-13.5,1471358900,36199,-5791,-13.8,163992,236,983
7,7,0,OLD,20184802,몬스터 호텔 3,2018-08-08,240094400,3.1,21131100,9.7,7571342900,30027,2291,8.3,1023630,408,651
8,8,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,163674200,2.1,-27357900,-14.3,55424215962,17778,-2957,-14.3,6528842,255,463
9,9,0,OLD,20183584,메가로돈,2018-08-15,121179800,1.6,-15936600,-11.6,4421350497,14006,-1905,-12,515536,287,500
10,10,0,OLD,20187657,마일22,2018-08-23,118542000,1.5,-21364100,-15.3,457414300,13041,-2216,-14.5,51350,170,650
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,873308200,37.2,16304800,1.9,9590982700,106742,2511,2.4,1112575,904,4173
2,2,0,OLD,20170670,목격자,2018-08-15,342467500,14.6,-24763300,-6.7,19782166260,41972,-2814,-6.3,2283973,779,3297
3,3,1,OLD,20179101,공작,2018-08-08,290156300,12.4,-9708800,-3.2,40893590276,36399,-934,-2.5,4736354,724,2486
4,4,-1,OLD,20186202,신과함께-인과 연,2018-08-01,269936800,11.5,-23523200,-8,100081896409,34852,-2613,-7,11953890,697,2282
5,5,0,OLD,20181942,맘마미아!2,2018-08-08,227573800,9.7,8259100,3.8,17312004885,28803,1442,5.3,2013205,530,1564
6,6,0,OLD,20187647,나를 차버린 스파이,2018-08-22,106815300,4.5,-9280500,-8,1694270000,12553,-981,-7.2,190079,228,893
7,7,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,55588900,2.4,-542500,-1,55535936262,6985,65,0.9,6542747,246,482
8,8,2,OLD,20183584,메가로돈,2018-08-15,31419400,1.3,603200,2,4483586097,4046,89,2.2,523539,278,488
9,9,0,OLD,20187657,마일22,2018-08-23,30381300,1.3,-2192300,-6.7,520369200,3836,-260,-6.3,59282,169,578
10,10,1,OLD,20184802,몬스터 호텔 3,2018-08-08,19471400,0.8,-260200,-1.3,7610545900,2903,115,4.1,1029321,226,279
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,1016578100,29.2,143269900,16.4,10607560800,169737,62995,59,1282312,849,3535
2,2,0,NEW,20177537,상류사회,2018-08-29,843052500,24.3,843052500,100,873138500,131795,131795,100,135083,867,3691
3,3,9,OLD,20185046,서치,2018-08-29,373410100,10.7,364263100,3982.3,444633100,61992,60772,4981.3,71164,586,2608
4,4,-2,OLD,20170670,목격자,2018-08-15,268763000,7.7,-73704500,-21.5,20050929260,43373,1401,3.3,2327346,605,2144
5,5,-1,OLD,20186202,신과함께-인과 연,2018-08-01,225259800,6.5,-44677000,-16.6,100307156209,36540,1688,4.8,11990430,551,1405
6,6,-3,OLD,20179101,공작,2018-08-08,216588400,6.2,-73567900,-25.4,41110178676,35128,-1271,-3.5,4771482,570,1406
7,7,-2,OLD,20181942,맘마미아!2,2018-08-08,208894300,6.0,-18679500,-8.2,17520899185,34294,5491,19.1,2047499,421,1021
8,8,-2,OLD,20187647,나를 차버린 스파이,2018-08-22,58681400,1.7,-48133900,-45.1,1752951400,9368,-3185,-25.4,199447,163,373
9,9,0,NEW,20139221,그래비티,2013-10-17,96726000,2.8,96726000,100,31609784800,6967,6967,100,3236535,50,252
10,10,-3,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,32283300,0.9,-23305600,-41.9,55568219562,4631,-2354,-33.7,6547378,147,246
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,806791800,27.5,-209786300,-20.6,11414352600,98606,-71131,-41.9,1380918,854,3731
2,2,0,OLD,20177537,상류사회,2018-08-29,679783300,23.2,-163269200,-19.4,1552921800,82912,-48883,-37.1,217995,820,3590
3,3,0,OLD,20185046,서치,2018-08-29,434904900,14.8,61494800,16.5,879538000,52833,-9159,-14.8,123997,563,2623
4,4,0,OLD,20170670,목격자,2018-08-15,195196800,6.7,-73566200,-27.4,20246126060,24199,-19174,-44.2,2351545,552,1984
5,5,0,OLD,20186202,신과함께-인과 연,2018-08-01,181822100,6.2,-43437700,-19.3,100488978309,23582,-12958,-35.5,12014012,550,1423
6,6,0,OLD,20179101,공작,2018-08-08,169996400,5.8,-46592000,-21.5,41280175076,21573,-13555,-38.6,4793055,519,1365
7,7,0,OLD,20181942,맘마미아!2,2018-08-08,169988100,5.8,-38906200,-18.6,17690887285,21332,-12962,-37.8,2068831,413,1041
8,8,0,OLD,20187647,나를 차버린 스파이,2018-08-22,52003700,1.8,-6677700,-11.4,1804955100,6074,-3294,-35.2,205521,184,409
9,9,0,OLD,20139221,그래비티,2013-10-17,77966000,2.7,-18760000,-19.4,31687750800,5202,-1765,-25.3,3241737,52,248
10,10,0,OLD,20181181,미션 임파서블: 폴아웃,2018-07-25,28866200,1.0,-3417100,-10.6,55597085762,3618,-1013,-21.9,6550996,142,240
1,1,0,OLD,20153446,너의 결혼식,2018-08-22,1958319550,29.7,51617968,2.7,16434245432,221049,4332,2,1949364,966,4603
2,2,0,OLD,20185046,서치,2018-08-29,1861578200,28.2,482741705,35,4910111395,206159,52950,34.6,570893,780,3085
3,3,0,OLD,20177537,상류사회,2018-08-29,931357450,14.1,23786537,2.6,4183608363,101729,1871,1.9,508651,773,3307
4,4,0,OLD,20186202,신과함께-인과 연,2018-08-01,385820400,5.8,23664850,6.5,101490415259,43763,2460,6,12128608,527,1350
5,5,0,OLD,20170670,목격자,2018-08-15,336431000,5.1,10114413,3.1,21155924047,37610,1108,3,2453638,567,1716
6,6,1,OLD,20179101,공작,2018-08-08,293121400,4.4,32873400,12.6,42041438776,32887,3314,11.2,4879586,514,1222
7,7,-1,OLD,20181942,맘마미아!2,2018-08-08,279196250,4.2,-22994418,-7.6,18501534203,30967,-2593,-7.7,2159125,450,1114
8,8,1,OLD,20187647,나를 차버린 스파이,2018-08-22,108266800,1.6,10185300,10.4,2081568500,11436,981,9.4,235053,193,465
9,9,-1,OLD,20184802,몬스터 호텔 3,2018-08-08,84819300,1.3,-614400,-0.7,7820801600,10618,-247,-2.3,1056829,204,293
10,10,0,OLD,20139221,그래비티,2013-10-17,119274500,1.8,-4861500,-3.9,32026791300,7595,-216,-2.8,3262924,50,215
1,1,0,OLD,20185046,서치,2018-08-29,905848900,42.1,124333500,15.9,7328702595,111131,15861,16.6,865844,845,3854
